sessionN,session,monkey,noncanc_hi,noncanc_lo,nostop_hi,nostop_lo,hiFlag,hiDiff,loFlag,loDiff,both,nostop_val,noncanc_val,ssrtDiff,ssrtHigh,ssrtLow
14,eulsef20120910c-01,Euler,238,276,272,302,1,-34,1,-26,1,-30,-38,-4.19674931667322,144.370558375635,148.567307692308
15,eulsef20120911c-01,Euler,253,280.5,289,353,1,-36,1,-72.5,1,-64,-27.5,1.68776709401709,140.774305555556,139.086538461538
16,eulsef20120912c-01,Euler,244,286,292,352,1,-48,1,-66,1,-60,-42,-0.54732348627698,127.084459459459,127.631782945736
17,eulsef20120913c-01,Euler,224,282,254,422,1,-30,1,-140,1,-168,-58,-12.2688345949386,109.913738019169,122.182572614108
18,eulsef20120914c-01,Euler,201.5,266,247,398,1,-45.5,1,-132,1,-151,-64.5,-50.5148148148148,89.3851851851852,139.9
19,eulsef20120915c-01,Euler,213,280.5,271.5,400,1,-58.5,1,-119.5,1,-128.5,-67.5,-27.4642064372919,118.373529411765,145.837735849057
20,xensef20120420a-01,Xena,210,248,228,257,1,-18,1,-9,1,-29,-38,-8.93929843792824,139.081300813008,148.020599250936
21,xensef20120423b-final,Xena,206.5,248,239,273,1,-32.5,1,-25,1,-34,-41.5,0.849999999999966,157.65,156.8
22,xensef20120424c-final,Xena,212,269.5,232,291,1,-20,1,-21.5,1,-59,-57.5,0.82090588514734,95.3012552301255,94.4803493449782
23,xensef20120425c-final,Xena,206,267,236,289,1,-30,1,-22,1,-53,-61,-35.9709802878702,95.7305122494432,131.701492537313
24,xensef20120426c-01,Xena,204,264.5,233,287,1,-29,1,-22.5,1,-54,-60.5,-3.02011427179644,133.477516059957,136.497630331754
25,xensef20120427c-01,Xena,189.5,261,209,267,1,-19.5,1,-6,1,-58,-71.5,-28.2391902469107,107.101503759398,135.340694006309
26,xensef20120514d-final,Xena,239,278.5,251,327,1,-12,1,-48.5,1,-76,-39.5,-22.7616554054054,75.89375,98.6554054054054
27,xensef20120515c-final,Xena,227,263,256.5,280,1,-29.5,1,-17,1,-23.5,-36,18.7028265851795,111.521008403361,92.8181818181818
28,xensef20120516c-final,Xena,230,234,236,259.5,1,-6,1,-25.5,1,-23.5,-4,0.707021126207479,165.987394957983,165.280373831776
29,xensef20120517d-final,Xena,243,274,262,286,1,-19,1,-12,1,-24,-31,70.3961298207496,166.989285714286,96.5931558935361
